id,birth_date,start_date,first_name,last_name,sex,ethnicity,student,home_block,home_lat,home_lon,work_lat,work_lon
220200000533,1989-09-18,2017-01-28,Mallery,Puchino,female,White,0,270270205003016,46.845732,-96.772075,,
220200000534,1997-01-22,2017-01-28,Marckus,Mccloskey,male,White,1,380170006004021,46.887771,-96.823359,,
220200000535,1972-05-13,2017-01-28,Paityn,Fieber,female,White,0,380170406002038,46.665460,-97.042973,,
220200000536,1997-10-17,2017-01-28,Ariana,Lee,female,Asian,1,270270203002015,46.867741,-96.773032,,
220200000537,1985-05-24,2017-01-28,Chance,Lanckriet,male,White,0,270270301042037,46.822049,-96.787985,46.850003,-96.721205
220200000538,1994-12-27,2017-01-28,Melanie,Griep,female,White,0,380170009033020,46.854974,-96.835388,46.906180,-96.774842
220200000539,1983-07-04,2017-01-29,Joseph,Muhamad,male,White,0,380170103032030,46.829992,-96.828994,46.863952,-96.829377
220200000540,1978-04-11,2017-01-29,Stewart,Wright,male,White,0,380170009011014,46.858631,-96.788449,,
220200000542,1974-04-24,2017-01-29,Brenna,Guthrie,female,White,0,380170102041005,46.868343,-96.901282,46.859164,-96.831846
220200000543,1997-04-03,2017-01-29,Ryan,Smith,male,White,1,380170004003005,46.893989,-96.797375,,
220200000544,1992-02-10,2017-01-29,Aubrey,Vigil,female,White,0,380170405002514,46.827653,-96.853057,46.853884,-96.797561
220200000545,1972-06-03,2017-01-29,Angelea,Edwards,female,White,0,380170002011020,46.920908,-96.778748,46.840588,-96.868087
220200000546,1966-04-30,2017-01-29,Peter,Baker,male,White,0,380170101081026,46.854057,-96.882022,46.862804,-96.770058
220200000547,1987-06-05,2017-01-29,Jonathan,Miller,male,White,0,380170401002232,46.868087,-97.524656,46.897753,-96.802437
220200000548,1956-08-16,2017-01-29,Emily,Sharp,female,White,0,270270205004020,46.830999,-96.781115,,
220200000550,1974-02-24,2017-01-29,Nick,Stoller,male,White,0,380170009013008,46.860573,-96.808262,,
220200000552,1979-12-17,2017-01-29,Corey,Giertz,,White,0,380170102042014,46.859709,-96.902640,46.878475,-96.835067
220200000553,1998-06-14,2017-01-29,Alexa,Ahrendt,female,White,1,270270203002018,46.867736,-96.777589,,
220200000554,1988-07-16,2017-01-29,Simon,Bucher,male,White,0,380170405001029,46.766207,-96.907539,,
220200000555,1978-04-10,2017-01-29,Trevor,Hewitt,,White,0,380170402001019,47.235227,-97.005879,,
220200000556,1956-04-29,2017-01-29,Emily,Gardner,female,White,0,380170101081017,46.859114,-96.881565,46.877244,-96.838865
220200000557,1970-06-13,2017-01-29,Kyle,Hymas,male,White,0,270270201005011,46.869929,-96.738139,46.850193,-96.717566
220200000558,1996-05-02,2017-01-29,Allison,Barnett,female,White,0,380170102041008,46.866706,-96.902725,,
220200000559,1996-06-22,2017-01-29,Jared,Feinberg,male,White,1,380170004003010,46.891561,-96.793002,,
220200000560,1995-04-11,2017-01-29,Jenneah,Martinez,female,,0,380170101082047,46.852950,-96.869709,,
220200000561,1979-12-27,2017-01-29,Lauren,Bernhardt,,White,0,270270201005023,46.863630,-96.726907,,
220200000562,1996-11-04,2017-01-29,Makayla,Reuther,female,White,0,380170103051035,46.840915,-96.856713,46.855955,-96.812702
220200000565,1997-01-23,2017-01-29,Casey,Lewis,male,White,0,380170101061029,46.854349,-96.844913,46.857084,-96.855108
220200000566,1996-06-21,2017-01-29,Kristen,Stubbs,female,White,1,380170003001019,46.902497,-96.795787,,
220200000567,1976-04-22,2017-01-29,Keaton,Scott,male,White,0,380170008013029,46.862105,-96.795805,,
220200000568,1980-07-19,2017-01-30,Zachary,Doherty-Cedeno,male,White,0,380170005021015,46.887524,-96.798701,,
220200000570,1960-03-25,2017-01-30,Alec,Vigil,male,,0,380170101082048,46.852754,-96.870997,46.906180,-96.774842
220200000572,1978-04-21,2017-01-30,Makenzie,Norton,female,,0,380170405002123,46.820212,-96.856509,46.862505,-96.878523
220200000574,1973-01-12,2017-01-30,Joseph,Thompson,male,,0,380170404003068,46.916482,-96.909279,,
220200000577,1973-03-05,2017-01-30,Kjerstin,Dorrance,female,White,0,380170008011034,46.869726,-96.793972,46.884682,-96.787727
220200000579,1992-05-21,2017-01-30,Shannon,Nielsen,female,White,0,380170008025016,46.867628,-96.811525,,
220200000580,1963-03-26,2017-01-30,Nathan,Deponte,male,White,0,380170101091002,46.873113,-96.865390,,
220200000581,1986-11-17,2017-01-30,Scott,Hightower,male,White,0,380170405002159,46.827158,-96.850566,46.906585,-96.774618
220200000582,1983-10-04,2017-01-30,Connor,Schott,male,White,0,270270302014089,46.877714,-96.317878,46.865088,-96.826724
220200000584,1963-10-16,2017-01-30,Peter,Ciotta,male,White,0,270270301023018,46.882033,-96.703536,46.839506,-96.766937
220200000585,1993-05-29,2017-01-31,Brianna,Stevenson,,White,1,270270204001009,46.863639,-96.752584,,
220200000586,1980-02-12,2017-01-31,Michael,Handy,male,White,0,380170002013006,46.916545,-96.785223,46.875679,-96.724156
220200000587,1983-03-02,2017-01-31,Anders,Rachubinski,male,White,0,270270301033002,46.845072,-96.735333,,
220200000588,1955-10-20,2017-01-31,Brandon,Lambrecht,male,White,0,270270205004009,46.831997,-96.769202,46.879640,-96.935511
220200000596,1959-01-03,2017-02-01,Kathleen,Pixley,female,White,0,380170103052024,46.834630,-96.827077,,
220200000597,1983-04-30,2017-02-01,Grant,Canter,male,White,0,380170008024000,46.864620,-96.809624,46.780244,-96.799106
220200000598,1973-08-31,2017-02-01,Kendra,Gibson,female,White,0,380170008014006,46.867350,-96.782788,46.887895,-96.826320
220200000599,1986-09-23,2017-02-01,Austin,Thompson,male,White,0,380170102032010,46.868477,-96.891841,46.859181,-96.846520
220200000600,1979-12-13,2017-02-01,Grant,Brannum,male,White,0,270270301044021,46.856734,-96.723630,,
220200000601,1991-07-28,2017-02-01,Kay,Ferrare,female,White,0,380170101092027,46.867673,-96.877932,46.879640,-96.935511
220200000602,1964-08-05,2017-02-01,Breanna,Beach,female,White,0,380170010011031,46.844332,-96.812994,46.884690,-96.786408
220200000603,1984-06-22,2017-02-01,Jasmine,Kraybill-Voth,female,Asian,0,380170103051055,46.834756,-96.831784,46.859183,-96.846525
220200000604,1982-09-28,2017-02-01,Forrest,Ganem,male,White,0,270270205002002,46.861123,-96.771746,,
220200000605,1995-03-24,2017-02-01,Kendra,Oberndorfer,,White,0,380170101072005,46.869894,-96.860374,,
220200000606,1996-06-14,2017-02-01,Mohammed,Cutting,male,White,0,380170405002070,46.840562,-96.916740,,
220200000607,1983-05-24,2017-02-01,Alejandra,Roybal,female,Hispanic,0,380170004001012,46.900297,-96.784837,46.853049,-96.799078
220200000608,1970-05-14,2017-02-02,Dylan,Hammell,male,White,0,270270302011159,46.873745,-96.269833,46.884908,-96.761441
220200000609,1977-08-27,2017-02-02,Aaron,Wheeler,male,White,0,380170102032011,46.868103,-96.888663,46.845411,-96.875487
220200000610,1960-05-01,2017-02-02,Jacob,Kalahar,male,White,0,380170103061036,46.826505,-96.806295,46.844687,-96.800977
220200000611,1983-02-06,2017-02-02,Monroe,Geesey,male,White,0,380170103071037,46.820841,-96.807087,,
220200000612,1993-07-06,2017-02-02,Rachel,Dolgin,female,,1,380170004003007,46.891565,-96.796336,,
220200000614,1998-03-16,2017-02-02,Oliver,Hall,male,White,1,380170003001025,46.899334,-96.806014,,
220200000615,1983-03-03,2017-02-02,Ethan,Padgett,male,White,0,380170404001072,46.897338,-97.056983,,
220200000617,1975-09-16,2017-02-02,Alexandra,Kearns,female,White,0,380170005012015,46.882641,-96.778228,,
220200000619,1987-05-19,2017-02-02,Spencer,Smith,male,White,0,270270205002014,46.857570,-96.768791,46.780244,-96.799106
220200000620,1983-12-25,2017-02-02,Gabrielle,Thompson,female,White,0,270270301044002,46.860744,-96.583862,,
220200000621,1974-07-16,2017-02-02,Bailey,Johann,male,White,0,380170103071058,46.805559,-96.808642,46.826246,-96.801167
220200000623,1979-08-12,2017-02-02,Andrew,Barton,male,White,0,380170405002274,46.830012,-96.910620,46.863183,-96.822742
220200000624,1960-05-08,2017-02-02,John,Mcneil,male,Black,0,270270205001012,46.865655,-96.775811,46.891219,-96.846112
220200000627,1997-09-29,2017-02-02,Madeline,Sobraske,female,White,0,270270301044032,46.857785,-96.731407,46.843529,-96.820797
220200000630,1972-09-26,2017-02-02,Steven,Reid,male,White,0,380170101091022,46.869631,-96.867739,,
220200000633,1975-12-06,2017-02-03,Tate,Sargent,male,White,0,270270201005009,46.870116,-96.732919,,
220200000634,1953-03-02,2017-02-03,Dana,Pro,female,,0,270270301044032,46.857785,-96.731407,46.873151,-96.790143
220200000636,1995-10-31,2017-02-03,William,Tipping,male,White,0,380170101062008,46.864101,-96.860533,,
220200000637,1973-04-25,2017-02-03,Dennis,Harrison,male,White,0,380170103051058,46.835034,-96.830983,46.935469,-96.831332
220200000638,1994-05-13,2017-02-03,Graham,Cooper,male,White,1,380170003001019,46.902497,-96.795787,,
220200000639,1988-12-16,2017-02-03,Devon,Curtis,male,White,0,270270301044028,46.861284,-96.735315,,
220200000640,1995-02-15,2017-02-03,Stephen,Gravitz,male,White,0,380170101062016,46.863355,-96.858050,46.839506,-96.766937
220200000642,1993-07-09,2017-02-03,Miranda,Peters,female,,0,380170008023012,46.867295,-96.807709,46.848649,-96.722996
220200000643,1962-03-29,2017-02-03,Kathryn,Hinshaw,female,White,0,380170010022019,46.845742,-96.791329,,
220200000645,1975-09-25,2017-02-03,Steven,Ball,male,White,0,270270203001031,46.872230,-96.771662,,
220200000647,1963-07-10,2017-02-03,Alec,Mccrary Jr,male,White,0,380170405002188,46.816399,-96.874038,46.863183,-96.822742
220200000650,1951-04-21,2017-02-03,Liam,Spehar,male,White,0,380170010011018,46.845143,-96.808026,46.780244,-96.799106
220200000653,1996-08-15,2017-02-04,Kathryn,Brown,,White,0,380170102042016,46.850989,-96.894354,46.839506,-96.766937
220200000654,1971-12-01,2017-02-04,Michael,Cole,male,White,0,380170103052023,46.838018,-96.826573,46.861218,-96.868147
220200000655,1972-11-20,2017-02-04,Conner,Tanabe,male,Asian,0,380170103051044,46.834961,-96.858936,,
220200000656,1964-04-17,2017-02-04,James,Cornelius,male,White,0,380170002012013,46.905198,-96.785149,,
220200000657,1979-01-13,2017-02-04,Rachelle,Clark,female,White,0,380170102032000,46.871191,-96.884899,46.883270,-96.763664
220200000658,1993-02-08,2017-02-04,Riley,Hays,male,,1,380170005022001,46.889550,-96.802954,,
220200000659,1973-11-22,2017-02-04,Brandon,Abert,male,White,0,270270302013043,47.100691,-96.268516,46.861411,-96.876842
220200000660,1989-10-10,2017-02-04,Adam,Beaman,male,White,0,380170405002452,46.794717,-96.815119,46.879640,-96.935511
220200000661,1964-06-09,2017-02-04,Matthew,Greenwald,male,White,0,380170005014002,46.889452,-96.792941,46.839465,-96.850735
220200000662,1998-10-30,2017-02-04,Grace,Williams,female,White,0,270270302014061,46.883891,-96.314026,46.879640,-96.935511
220200000664,1988-07-02,2017-02-04,Kevin,Mccarthy,male,White,0,380170009043009,46.848576,-96.816175,,
220200000665,1982-09-18,2017-02-04,Matthew,Selle,male,White,0,270270202021018,46.886301,-96.763440,46.861073,-96.768559
220200000666,1969-08-31,2017-02-04,Emily,Jones,female,White,0,380170001002016,46.900464,-96.780872,46.853885,-96.797561
220200000667,1969-12-24,2017-02-04,Steven,Jensen,male,White,0,380170405002226,46.810484,-96.871555,46.893332,-96.801035
220200000668,1989-05-27,2017-02-04,T'Shinae,Scaggs,male,Black,0,380170103052016,46.841860,-96.825077,,
220200000669,1990-01-27,2017-02-04,Jessie,Mcmannis,female,White,0,380170405001052,46.753626,-96.913338,46.859029,-96.846279
220200000670,1998-01-02,2017-02-04,Zoiee,Hicks,female,White,1,380170003002002,46.897359,-96.801023,,
220200000671,1995-09-13,2017-02-04,Aaron,Leffers,male,White,0,270270301062019,46.912409,-96.741158,,
220200000672,1990-12-30,2017-02-04,Reed,Brown,male,White,0,380170009013020,46.856614,-96.808234,46.839506,-96.766937
220200000673,1982-08-19,2017-02-04,Lindsey,Seiter,female,White,0,380170010013020,46.835617,-96.804149,,
220200000674,1970-10-07,2017-02-04,Wesley,Wing,male,White,0,380170404002011,47.033949,-96.826641,,
220200000675,1981-06-15,2017-02-04,Elijah,Mcferran,male,White,0,380170009031005,46.859545,-96.821993,46.906180,-96.774842
220200000676,1998-05-31,2017-02-04,Cara Aileen,Doty,female,White,0,270270301062030,46.895892,-96.769588,46.862118,-96.822754
220200000677,1995-05-05,2017-02-04,Robert,Wanker,male,White,1,380170003002020,46.893188,-96.806685,,
220200000678,1976-04-01,2017-02-05,Jessica,Feagans,female,White,0,380170101072013,46.867176,-96.856917,,
220200000680,1956-02-01,2017-02-05,Mina,Lanyon,female,White,0,380170402001226,47.052680,-96.935451,46.839506,-96.766937
220200000681,1998-07-04,2017-02-05,Terry,Oakley,male,White,0,270270301033002,46.845072,-96.735333,46.877208,-96.785652
220200000682,1989-05-01,2017-02-05,Derrick,Macfarlane,male,White,0,270270301023021,46.883014,-96.698339,46.884913,-96.785970
220200000683,1993-07-16,2017-02-05,Zachary,Asay,male,White,0,380170403002051,46.895995,-97.205546,46.878475,-96.835067
220200000684,1989-06-06,2017-02-05,Jhaden,Parker,male,White,0,380170405002237,46.812952,-96.868686,,
220200000685,1979-02-16,2017-02-05,Thomas,Meek,male,White,0,270270201002014,46.884386,-96.751822,,
220200000686,1963-04-16,2017-02-05,Olivia,Kolbet,female,White,0,380170001003000,46.914746,-96.764169,,
220200000687,1993-01-06,2017-02-05,Tanner,Arnautovic,male,White,0,270270202022007,46.878771,-96.761880,46.875546,-96.787504
220200000688,1995-02-20,2017-02-05,Jessie,Overman,female,White,1,270270204001005,46.866674,-96.755357,,
220200000689,1974-02-03,2017-02-05,Linden,Sprague,male,White,0,380170404003043,46.941235,-96.871467,,
220200000690,1998-11-15,2017-02-05,Ruslan,Rogers,male,White,0,270270206004019,46.848921,-96.760492,46.833374,-96.822184
220200000691,1994-01-05,2017-02-05,Kirsten,Scherzi,female,White,0,270270301044000,46.855575,-96.557475,46.861067,-96.768515
220200000692,1973-03-29,2017-02-05,Bryan,Lynch,male,White,0,270270302014068,46.880527,-96.331276,46.871546,-96.581345
220200000693,1970-08-08,2017-02-05,Gabriela,Treto,female,Hispanic,0,270270206004019,46.848921,-96.760492,,
220200000694,1975-06-13,2017-02-05,Justina,Wiens,female,White,0,380170002023011,46.906087,-96.789260,46.866951,-96.788305
220200000695,1996-01-19,2017-02-05,Mckenna,Appling,female,White,0,380170405002416,46.800414,-96.806543,,
220200000696,1987-04-07,2017-02-05,Darius,Willis,male,,0,270270301023017,46.883092,-96.711709,,
220200000697,1985-02-25,2017-02-05,Chase,Chapin,male,White,0,270270301023038,46.879592,-96.690392,46.879640,-96.935511
220200000698,1996-12-02,2017-02-05,Ruben,Mascorro,male,Hispanic,0,270270301033009,46.844942,-96.733709,,
220200000699,1968-03-13,2017-02-05,Zachary,Tate,male,White,0,380170103032028,46.827880,-96.830836,46.832297,-96.800211
220200000700,1979-02-16,2017-02-05,Harrison,Chapman,male,White,0,270270301042018,46.832328,-96.764586,46.853885,-96.797561
220200000701,1961-12-01,2017-02-05,Patrik,Lesser,male,White,0,380170101061044,46.851381,-96.846236,46.845767,-96.792361
220200000702,1970-12-29,2017-02-05,Colton,Winter,male,White,0,380170405002226,46.810484,-96.871555,46.905414,-96.775318
220200000703,1977-06-03,2017-02-05,Kaige,Emens,male,White,0,380170403001019,46.898162,-97.212875,46.878475,-96.835067
220200000704,1993-07-06,2017-02-05,Julianne,Broer,female,White,0,380170402001155,47.115605,-97.016820,,
220200000705,1989-09-27,2017-02-05,Samuel,Nagel,male,Asian,0,270270301042087,46.779173,-96.659121,46.833177,-96.803233
220200000706,1990-06-23,2017-02-05,Rachel,Stake,female,White,0,380170101091012,46.872187,-96.864463,,
220200000707,1993-10-08,2017-02-05,Jeffrey,Nicholson,male,White,1,380170006004031,46.885789,-96.820044,,
220200000709,1996-01-15,2017-02-06,Erika,Shipley,female,White,1,270270203002006,46.868780,-96.767183,,
220200000712,1975-01-13,2017-02-06,Alexis,Williamson,female,White,0,380170001003021,46.909039,-96.772034,,
220200000713,1973-04-26,2017-02-06,Jay,Sharon,male,White,0,380170404003102,46.886661,-96.904668,,
220200000714,1998-11-29,2017-02-06,Kevon,Amarsaikhan,male,Asian,0,270270301023038,46.879592,-96.690392,46.873392,-96.783768
220200000716,1992-06-08,2017-02-06,Mariah,Baxter,female,White,0,380170009043005,46.849975,-96.809787,,
220200000717,1970-07-20,2017-02-06,Brianna,Christensen,female,,0,380170406001302,46.648780,-97.258680,,
220200000720,1952-10-09,2017-02-06,Lyndsi,Sampson,female,White,0,380170001001022,46.906022,-96.781766,,
220200000723,1998-01-04,2017-02-06,Conlan,Weber,male,White,0,380170009033001,46.857973,-96.838820,,
220200000724,1980-05-24,2017-02-06,Shanae,Kennedy,,Black,0,380170008022002,46.868296,-96.802857,46.879640,-96.935511
220200000726,1972-03-28,2017-02-06,Rachel,Bailey,female,White,0,380170101092009,46.876205,-96.882090,,
220200000727,1968-07-27,2017-02-06,Taylor John,Miller,male,White,0,380170010022055,46.838895,-96.796052,,
220200000729,1994-09-04,2017-02-06,Allyson,Brassard,female,,1,380170003002004,46.895864,-96.805807,,
220200000732,1981-03-11,2017-02-06,Jillian,Mauseth,female,White,0,380170103052021,46.838364,-96.820573,,
220200000733,1985-11-04,2017-02-06,Derra,White,female,White,0,380170006003042,46.879726,-96.802291,46.879427,-96.788713
220200000734,1980-11-07,2017-02-06,Joseph,Grazier,male,White,0,380170401002078,46.920429,-97.545672,46.843529,-96.820797
220200000735,1973-06-24,2017-02-06,Ariel,Hoffman,female,White,0,380170404002080,47.004318,-96.896149,,
220200000736,1956-06-09,2017-02-07,Graham,Sheets,male,White,0,270270301072151,46.970028,-96.783741,46.879727,-96.793805
220200000737,1997-07-19,2017-02-07,Christopher,Rice,male,White,1,380170003002004,46.895864,-96.805807,,
220200000738,1976-06-26,2017-02-07,Kurtis,Merrill,male,,0,380170405002149,46.824281,-96.846216,46.865529,-96.753691
220200000740,1992-12-07,2017-02-07,Brenden,Hubbard,male,White,0,380170004002029,46.896313,-96.786841,,
220200000741,1998-12-06,2017-02-07,Loran,Rice,female,White,0,380170008025018,46.866482,-96.809609,46.845580,-96.815978
220200000742,1977-09-11,2017-02-07,Molly,Evanoff,female,White,0,380170405002246,46.810767,-96.915543,46.863183,-96.822742
220200000743,1971-07-12,2017-02-07,Kendall,Peregoy,,White,0,380170103052024,46.834630,-96.827077,,
220200000745,1987-01-12,2017-02-07,Kathryn,Imondi,female,White,0,270270301042002,46.829358,-96.725919,46.831485,-96.803083
220200000746,1982-09-20,2017-02-07,Loren,Musser,male,White,0,270270205003016,46.845732,-96.772075,,
220200000747,1993-04-23,2017-02-07,Syed,Deguzman,male,Asian,0,270270301031024,46.838117,-96.765435,,
220200000748,1998-12-21,2017-02-07,Elizabeth,Magnetti,female,,0,380170101062008,46.864101,-96.860533,,
220200000749,1970-02-28,2017-02-07,Jakob,Litzelman,,White,0,380170101081023,46.856154,-96.873792,46.878475,-96.835067
220200000751,1997-06-08,2017-02-07,Samantha,Haun,female,White,0,380170103031009,46.824237,-96.834789,,
220200000752,1983-08-18,2017-02-08,Anthony,Matous,male,White,0,270270206002012,46.857533,-96.753758,46.907317,-96.799586
220200000753,1972-12-15,2017-02-08,Steven,Dattel,male,White,0,380170010013019,46.834751,-96.804582,46.906180,-96.774842
220200000754,1967-11-19,2017-02-08,Ciara,Mills,female,White,0,380170001004006,46.923271,-96.775075,,
220200000755,1965-02-23,2017-02-08,Paul,Groce,male,Black,0,380170405002270,46.827671,-96.912181,46.859589,-96.846899
220200000756,1975-11-14,2017-02-08,Haleigh,Stpeter,female,,0,270270205004020,46.830999,-96.781115,,
220200000757,1998-10-05,2017-02-08,Zackary,Breeden,male,,1,380170003002002,46.897359,-96.801023,,
220200000759,1960-09-10,2017-02-08,Jacob,Stewart,male,White,0,380170405002445,46.791420,-96.807030,46.845580,-96.815978
220200000760,1974-12-01,2017-02-08,Stephanie,Kunam,female,Asian,0,380170103052024,46.834630,-96.827077,46.833314,-96.805810
220200000761,1997-04-28,2017-02-08,Steven,Sandell,male,White,0,270270301033007,46.845163,-96.738053,46.843838,-96.769763
220200000762,1957-07-23,2017-02-08,Makaylee,Mcgraugh Criswell,female,White,0,380170402001318,47.237408,-97.004059,46.827393,-96.802152
220200000763,1971-12-13,2017-02-08,Jessica,Cuc Capota,female,White,0,380170406001017,46.796339,-97.210792,,
220200000764,1968-07-12,2017-02-09,Callie,Laughlin,female,White,0,270270205002002,46.861123,-96.771746,46.804677,-96.848378
220200000765,1950-11-25,2017-02-09,Elizabeth,Faragallah,female,White,0,270270201005007,46.866638,-96.733205,46.876568,-96.707825
220200000767,1978-12-13,2017-02-09,Alex,Arndt,male,White,0,380170405002514,46.827653,-96.853057,,
220200000768,1973-02-27,2017-02-09,Blake,Holland,male,White,0,380170102012000,46.880605,-96.909268,,
220200000769,1967-02-19,2017-02-09,Garrett,Smith,male,White,0,380170009014017,46.850568,-96.792696,,
220200000770,1997-05-02,2017-02-09,Taylor,Giacoma,male,White,0,270270301044002,46.860744,-96.583862,,
220200000771,1963-01-30,2017-02-09,Erik,Neil,male,White,0,380170405002443,46.790445,-96.806804,46.831427,-96.827786
220200000772,1976-04-08,2017-02-09,Jacob,Hayes,male,White,0,380170103033004,46.820418,-96.830620,46.859183,-96.846525
220200000773,1985-11-12,2017-02-09,Sidney,Dikovitskaya,male,White,0,380170009042032,46.850363,-96.837883,46.853049,-96.799078
220200000774,1972-05-14,2017-02-09,Lindsey,Brown,female,White,0,380170102012115,46.859870,-96.905970,46.863911,-96.876061
220200000775,1962-02-12,2017-02-09,Gabriel,Faust,male,White,0,270270202021003,46.889786,-96.766539,,
220200000776,1993-05-05,2017-02-10,Mitchell,Moon,,White,0,270270201004002,46.883302,-96.738124,46.896572,-96.790302
220200000777,1988-04-19,2017-02-10,Stuart,Forquer,male,White,0,380170405001011,46.724968,-96.837368,,
220200000778,1967-10-07,2017-02-10,Briana,Medina,female,Hispanic,0,380170405003064,46.779610,-96.797947,,
220200000779,1983-08-17,2017-02-10,Alexandra,Sparn,female,White,0,380170002023012,46.906078,-96.788042,46.853884,-96.797561
220200000780,1991-05-21,2017-02-10,Clayton,Borton,male,White,0,380170001004001,46.925176,-96.772348,,
220200000781,1982-06-23,2017-02-10,Sophie,Smith,female,Black,0,380170101081036,46.853619,-96.874201,46.853884,-96.797561
220200000782,1990-07-16,2017-02-10,Megan,Mcconnell,female,White,0,270270204002000,46.866672,-96.760149,,
220200000783,1972-03-13,2017-02-10,Garret,Newsome,male,White,0,380170103031015,46.823550,-96.831939,,
220200000785,1974-10-06,2017-02-10,Duncan,Alberts,male,White,0,380170405002228,46.809705,-96.874738,46.859186,-96.832958
220200000786,1965-09-16,2017-02-10,Tyler,Cretella,male,White,0,380170405002175,46.812483,-96.853292,46.865529,-96.753691
220200000787,1982-08-04,2017-02-10,Allison,Spurgeon,,White,0,380170009042008,46.849745,-96.830970,46.843529,-96.820797
220200000789,1977-02-18,2017-02-10,Robert,Satriano,male,White,0,270270301033007,46.845163,-96.738053,46.876261,-96.701659
220200000790,1955-04-29,2017-02-10,Phoebe,Wales,female,White,0,270270301031024,46.838117,-96.765435,46.878133,-96.751683
220200000791,1993-10-19,2017-02-11,Eleanor,Doty,female,White,0,380170405002352,46.812425,-96.857633,46.864072,-96.878836
220200000792,1968-08-10,2017-02-11,Carly,Bullock,female,White,0,380170102042062,46.857853,-96.887967,,
220200000793,1972-07-11,2017-02-11,Taylor,Love,male,Black,0,380170102042034,46.858935,-96.898344,,
220200000794,1994-03-03,2017-02-11,Tyler,Davis,female,White,1,380170003002004,46.895864,-96.805807,,
220200000795,1990-08-04,2017-02-11,Corbin,Dunfee,male,,0,380170102042061,46.856849,-96.884410,,
220200000796,1993-07-31,2017-02-11,Shanelle,Glisson,female,White,1,380170003002000,46.896142,-96.799209,,
220200000798,1996-10-02,2017-02-11,Alexandra,Iommi,female,White,0,380170405002120,46.842101,-96.869504,,
220200000799,1998-06-17,2017-02-11,Emmett,Hoffman,male,White,1,380170006004026,46.885815,-96.823639,,
220200000800,1984-04-26,2017-02-11,Timothy,Sharp,male,White,0,380170405002269,46.826571,-96.908458,46.839506,-96.766937
220200000801,1977-09-25,2017-02-11,Nicholas,Ewalt,male,,0,270270302014060,46.883627,-96.315489,46.839486,-96.766994
220200000802,1999-01-01,2017-02-11,Amber,Mowery,female,,0,380170103051044,46.834961,-96.858936,46.861991,-96.833256
220200000803,1955-06-17,2017-02-11,Rane,Masson,female,White,0,380170404003056,46.929936,-96.864692,46.865529,-96.753691
220200000804,1954-07-12,2017-02-11,Matthew,Howard,male,White,0,380170005014000,46.889455,-96.790143,,
220200000805,1980-10-10,2017-02-11,Dylan,Skinner,male,White,0,270270206002008,46.859861,-96.758666,,
220200000806,1994-10-18,2017-02-11,Jeremy,Hiatt,male,White,0,380170103062041,46.825500,-96.814278,,
220200000807,1994-09-24,2017-02-11,Nicholas,Clay,male,White,0,380170006002037,46.872431,-96.808567,,
220200000808,1997-02-09,2017-02-11,Tyler,Joly,male,White,0,380170009043012,46.848919,-96.815736,,
220200000809,1960-02-04,2017-02-11,Micheal,Burgess,male,White,0,380170103071012,46.811552,-96.811468,46.845767,-96.792361
220200000810,1986-11-14,2017-02-11,Alicia,Gray,female,White,0,380170005011040,46.881645,-96.783921,46.904129,-96.795351
220200000811,1968-01-31,2017-02-11,Thai,Motazedi,male,Asian,0,380170403003090,47.010068,-97.216389,46.852721,-96.797782
220200000812,1995-10-03,2017-02-11,Logan,Hansen,male,White,1,380170004003009,46.891557,-96.794425,,
220200000813,1967-10-28,2017-02-11,Christopher,Martin,,White,0,380170405002088,46.827295,-96.888303,,
220200000814,1982-11-02,2017-02-11,Joshua,Alloway Jr,male,White,0,270270202022009,46.879829,-96.763702,,
220200000815,1972-06-28,2017-02-11,Austin,Oskvarek,male,White,0,380170010022051,46.837258,-96.797750,46.804677,-96.848378
220200000816,1963-02-06,2017-02-11,Vezira,Woody,female,White,0,380170103071012,46.811552,-96.811468,,
220200000817,1988-08-12,2017-02-11,Allissa,Edmiston,female,White,0,380170009042008,46.849745,-96.830970,,
220200000818,1995-09-05,2017-02-11,Tanner,Peterson,male,White,0,380170009011034,46.856435,-96.786128,46.853885,-96.797561
220200000819,1973-06-08,2017-02-12,Aaron,Fraaken,male,White,0,270270301061016,46.936911,-96.758767,46.878250,-96.786516
220200000820,1987-06-16,2017-02-12,Joshua,Boryla,male,White,0,380170009031003,46.858208,-96.822601,46.831319,-96.827469
220200000821,1993-05-31,2017-02-12,Emelie,Bony,female,White,0,380170405002533,46.823126,-96.854287,46.876476,-96.897233
220200000822,1978-08-31,2017-02-12,Marko,Vaughan,male,White,0,380170001004015,46.921093,-96.773720,46.905335,-96.801892
220200000823,1984-09-07,2017-02-12,Jacob,Bocek,male,White,0,380170009043008,46.850343,-96.814757,,
220200000824,1983-12-27,2017-02-12,Emily,Paxton,female,White,0,270270302014023,46.879191,-96.305853,46.878358,-96.334064
220200000825,1959-04-15,2017-02-12,Hannah,Carstensen,female,White,0,380170404003094,46.912812,-96.915223,46.862218,-96.860079
220200000826,1994-04-03,2017-02-12,Kassidy,Maiman,female,White,0,270270301023017,46.883092,-96.711709,,
220200000827,1979-09-06,2017-02-12,Ian,Cook,male,White,0,380170102042061,46.856849,-96.884410,46.880655,-96.792082
220200000828,1996-11-16,2017-02-12,Kiana,Hudmon,female,White,1,380170005022002,46.889430,-96.805031,,
