id,birth_date,start_date,first_name,last_name,sex,ethnicity,student,home_block,home_lat,home_lon,vehicle_make,vehicle_model,vehicle_year,vehicle_color,vehicle_grand,vehicle_noir,vehicle_elite,rides,stars
220200000739,1996-07-23,2017-02-07,Emma,Gagnon,female,White,0,380170002011026,46.650654,-97.015425,Kia,K900,2016,black,0,1,0,46,211
220200000744,1947-09-26,2017-02-07,Jeremy,Venrick,male,White,0,380170002022011,46.936882,-96.792596,Toyota,RAV4,2004,red,0,0,0,107,415
220200000750,1997-11-21,2017-02-07,Lindsey,Delgado,female,Native American,0,270270204002003,46.840562,-96.916740,Dodge,Journey,2017,white,1,0,0,257,1111
220200000758,1970-04-28,2017-02-08,Austin,Miller,male,White,0,270270203001039,46.809708,-96.890371,Dodge,Charger,2016,silver,0,0,0,134,614
220200000766,1976-08-31,2017-02-09,Tyler,Pugliese,male,White,0,380170008011027,46.875407,-96.764331,Jeep,Grand Cherokee,2015,black,0,0,0,337,1479
220200000784,1949-05-31,2017-02-10,Jerri Jo,Case,female,White,0,380170102011008,46.874839,-96.801520,Lincoln,Navigator,2015,black,1,1,1,191,840
220200000788,1993-10-02,2017-02-10,Joshua,Calderon,male,Hispanic,0,380170101091021,46.843463,-96.856564,Honda,CR-V,2004,red,0,0,0,84,316
220200000797,1968-11-25,2017-02-11,Sean,Davis,male,White,0,380170008025011,46.653878,-96.417861,Chevrolet,Tahoe,2017,black,1,1,1,283,1269
220200000829,1974-03-19,2017-02-12,Richard,Sipek,male,White,0,380170009033018,46.837439,-96.798112,Subaru,Outback,2008,white,0,0,0,123,509
220200000848,1975-12-19,2017-02-13,Moon Ho,Huynh,,Asian,0,380170101071214,46.983121,-96.880144,Mercedes-Benz,G-Class,2011,white,0,0,0,340,1422
220200000852,1974-11-20,2017-02-13,Paul,Vanhegewald,male,White,0,380170009013009,46.780735,-96.796947,GMC,Yukon XL,2017,black,1,1,1,157,733
220200000855,1967-04-13,2017-02-13,Sierra,Ceccato,female,White,0,380170008024020,46.856849,-96.884410,Buick,Enclave,2009,black,0,0,0,42,186
220200000861,1979-09-09,2017-02-13,Katie,Wolanin,,White,0,380170009041019,46.814166,-96.889155,Dodge,Avenger,2013,blue,0,0,0,339,1451
220200000862,1983-10-24,2017-02-13,Trystan,Legge,male,White,0,380170002011012,46.826790,-96.774664,Ford,Focus,2016,red,0,0,0,140,631
220200000863,1993-05-23,2017-02-14,Brandon,Anderson,male,White,0,270270301031022,46.834751,-96.804582,GMC,Envoy XL,2006,silver,0,0,0,18,71
220200000865,1980-05-02,2017-02-14,Richard,Eggleston,male,White,0,380170006001028,46.862890,-96.904730,Nissan,Pathfinder,2011,black,1,0,0,65,264
220200000868,1994-03-31,2017-02-14,Joshua,Creaser,male,White,0,270270204003000,46.709337,-97.167855,Ford,Explorer,2007,silver,1,0,0,143,560
220200000873,1997-09-29,2017-02-14,Jordan,Rodelander,male,White,0,380170101082033,46.858960,-96.848254,Tesla,Model S,2012,gray,0,0,0,204,857
220200000874,1993-06-22,2017-02-14,Ty,Simone,male,White,1,380170003002004,46.832185,-96.806835,Toyota,Highlander,2012,black,1,0,0,64,260
220200000877,1985-11-07,2017-02-15,Kaleb,Garduno,male,White,0,380170103051054,46.884155,-96.843655,Honda,Odyssey,2002,white,1,0,0,169,643
220200000878,1994-11-09,2017-02-15,Cody,Wood,male,White,0,380170009031001,46.831158,-96.820760,Nissan,Rogue,2010,red,0,0,0,93,387
220200000881,1996-02-01,2017-02-15,Kevin,Burke,male,White,1,380170003002020,46.882954,-96.826779,Ford,Fusion,2007,silver,0,0,0,32,133
220200000883,1995-08-02,2017-02-15,Tanner,Mihaich,male,White,0,380170005014019,46.828738,-96.802252,BMW,X6,2017,black,0,1,0,62,281
220200000885,1958-02-15,2017-02-15,Keith,Stewart,male,White,0,380170002022021,46.850227,-96.717690,Nissan,Sentra,2013,black,0,0,0,77,334
220200000886,1990-02-17,2017-02-15,Breanne,Robidart,female,White,0,380170102041019,47.100691,-96.268516,Chevrolet,Tahoe,2015,black,1,1,1,94,414
220200000887,1959-07-15,2017-02-15,Dacia,Mooney,female,White,0,380170008011032,46.876031,-96.980623,Cadillac,Escalade,2017,black,1,1,1,118,537
220200000888,1964-11-25,2017-02-15,Luke,Clark,male,White,0,380170009032011,46.893863,-96.780466,Chevrolet,Tahoe,2017,black,1,1,1,238,1120
220200000889,1967-01-02,2017-02-15,Emily,Batchelor,female,White,0,380170002021001,46.758444,-96.901319,Toyota,Highlander,2006,white,1,0,0,186,751
220200000890,1986-03-23,2017-02-15,Noah,Marshall,male,White,0,270270301023023,46.876380,-96.758459,Dodge,Grand Caravan,2007,blue,1,0,0,110,459
220200000892,1992-08-09,2017-02-15,Austin,Albani-Burgio,male,White,0,380170005014002,46.860449,-96.817364,Nissan,Altima,2013,gray,0,0,0,82,360
220200000893,1997-02-17,2017-02-15,Jessica,Williams,female,White,0,380170103033009,46.647735,-97.013241,Lexus,LX 570,2015,black,1,1,1,168,733
220200000894,1990-01-11,2017-02-15,Kimberly,Turner,female,Hispanic,0,380170005021036,46.831877,-96.820588,Ford,Expedition,2013,black,1,1,1,155,704
220200000895,1995-04-21,2017-02-15,Killian,Horton,male,White,0,380170403001012,46.755222,-96.905269,Mercedes-Benz,G-Class,2011,white,0,0,0,40,161
220200000896,1986-11-04,2017-02-15,Melia,Coffman,female,White,0,270270203001021,46.885665,-96.844987,Ford,Focus,2010,black,0,0,0,51,203
220200000897,1967-05-28,2017-02-15,Joseph,Jones,male,White,0,380170103061052,46.859688,-96.829018,Volkswagen,Routan,2010,white,1,0,0,194,808
220200000899,1968-06-03,2017-02-15,Andrew,Anderson Fraley,,White,0,380170103051052,46.880115,-96.821351,Mercedes-Benz,M-Class,2012,gray,0,0,0,43,185
220200000900,1989-01-04,2017-02-15,Lincoln,Pearson,male,White,0,380170405002194,46.862539,-96.873050,Ford,Explorer,2010,gray,1,0,0,309,1312
220200000901,1992-08-15,2017-02-15,Demetrius,Nares Ramirez,male,Hispanic,0,270270302021034,46.842245,-96.799410,Kia,Sedona,2015,blue,1,0,0,318,1374
220200000903,1981-03-05,2017-02-15,Ryan,Catlin,male,White,0,380170009033001,46.831319,-96.827469,Lexus,LX 470,2007,white,1,0,0,98,407
220200000905,1996-08-11,2017-02-15,Wesley,Lloyd,male,,0,380170007002006,46.876513,-96.790877,Honda,Civic,2012,white,0,0,0,0,0
220200000906,1981-07-13,2017-02-15,Trevor,Adams,male,,0,380170103032033,46.876133,-96.696432,Hyundai,Santa Fe,2004,gray,1,0,0,157,632
220200000908,1976-01-27,2017-02-15,Allison,Fost,female,White,0,380170010011012,46.833936,-96.863251,Lincoln,Navigator,2014,black,1,1,1,312,1415
220200000909,1976-01-13,2017-02-15,Matthew,Michels,male,White,0,380170101081016,46.869425,-96.833383,Toyota,RAV4,2002,black,0,0,0,73,302
220200000910,1994-11-03,2017-02-15,Carrie,Sargent,female,White,0,380170010021007,46.842151,-96.802340,Mazda,CX-9,2008,gray,1,0,0,0,0
220200000912,1978-10-22,2017-02-16,Shyann,Elder,female,White,0,270270206001020,46.812912,-96.869938,Kia,Sorento,2007,yellow,0,0,0,56,209
220200000934,1968-11-19,2017-02-17,Nicholas,Worlton,male,White,0,380170006001028,46.820384,-96.802926,Toyota,RAV4,2013,red,0,0,0,68,303
220200000957,1960-07-14,2017-02-18,Yossf,Baker,male,White,0,380170005012004,46.889445,-96.777519,Toyota,Highlander,2010,white,1,0,0,0,0
220200000968,1966-10-02,2017-02-19,Landon,Whitesides,male,White,0,380170009011037,46.877228,-96.580045,Dodge,Avenger,2010,silver,0,0,0,46,191
220200000985,1995-11-09,2017-02-19,Andrew,Grasso,male,Asian,1,380170003002004,47.100691,-96.268516,Ford,Expedition,2015,black,1,1,1,209,950
220200001003,1984-09-03,2017-02-20,Cody,Regnier,male,White,0,270270203001026,46.860449,-96.817364,Toyota,RAV4,2013,white,0,0,0,76,334
220200001021,1994-10-23,2017-02-21,Trey,Ryckman,male,Black,0,380170008014011,46.857785,-96.731407,Buick,Regal,2016,black,0,0,0,130,573
220200001036,1976-02-05,2017-02-22,Samuel,Simmons,male,White,0,270270301031022,47.013592,-96.974904,Chevrolet,Tahoe,2006,white,1,0,0,322,1320
220200001043,1962-12-28,2017-02-22,Michael,Kloch,male,White,0,380170009042005,46.884155,-96.843655,Chevrolet,Tahoe,2002,black,1,0,0,23,93
220200001044,1995-09-22,2017-02-22,Casey,Johnson,male,White,0,270270301023108,46.884155,-96.843655,Hyundai,Santa Fe,2013,black,1,0,0,269,1125
220200001046,1993-09-03,2017-02-22,Kelsey,Messersmith,female,,1,380170003002003,46.875450,-96.721481,Ford,Explorer,2004,white,1,0,0,60,230
220200001047,1997-06-02,2017-02-22,Matthew,Freeman,male,White,1,270270204001009,46.866674,-96.755357,Chevrolet,Tahoe Hybrid,2013,black,1,1,1,68,299
220200001048,1984-11-14,2017-02-22,Hannah,Stimson,female,White,0,270270201003024,46.906180,-96.774842,Subaru,Tribeca,2014,gray,1,0,0,125,536
220200001051,1997-02-19,2017-02-23,Dillan,Boyles,male,White,1,380170006004051,46.862578,-96.830577,Subaru,B9 Tribeca,2007,black,1,0,0,268,1061
220200001055,1968-06-28,2017-02-23,Nate,Mcelfresh,,White,0,380170009014017,46.838018,-96.826573,Toyota,Corolla,2002,white,0,0,0,122,476
220200001059,1994-11-19,2017-02-23,Walker,Anderson,male,White,0,380170101061033,46.890983,-96.762032,Subaru,Outback,2004,black,0,0,0,43,169
220200001062,1981-05-14,2017-02-23,Peter,King,male,White,0,380170101061039,46.876788,-96.789257,Honda,Odyssey,2003,yellow,1,0,0,228,713
220200001065,1994-06-23,2017-02-24,Landon,Newton,male,White,0,380170405002495,46.867327,-96.846542,Mercedes-Benz,GL-Class,2016,black,1,1,1,111,520
220200001068,1984-07-04,2017-02-24,William,Luekenga,male,White,0,380170102032006,46.819923,-96.821328,Subaru,Outback,2010,white,0,0,0,179,703
220200001069,1988-01-26,2017-02-24,Mark,Howerton,male,White,0,380170002011026,46.905147,-97.213964,Toyota,Camry,2011,white,0,0,0,57,239
220200001072,1978-09-22,2017-02-24,Jakob,Winborne,male,White,0,380170101071222,46.872845,-96.787372,Mazda,3,2006,red,0,0,0,233,979
220200001074,1985-06-23,2017-02-24,Airik,George,male,White,0,270270302014076,46.984599,-97.038736,GMC,Terrain,2017,yellow,0,0,0,115,444
220200001075,1993-06-01,2017-02-24,Evin,Ratliff,,White,0,380170009042015,46.859767,-96.818338,Ford,Explorer,2016,gray,1,0,0,88,375
220200001080,1976-01-22,2017-02-24,Nathaniel,Riegelmann,male,White,0,380170406001298,46.857898,-96.243080,Chrysler,300,2008,white,0,0,0,79,326
220200001081,1978-05-26,2017-02-24,Hailey,Munson,female,White,0,380170101061042,46.863168,-96.888732,Audi,Q7,2015,black,1,1,1,258,1168
220200001084,1992-07-08,2017-02-25,Nicholas,Narracci,male,White,0,380170101061033,46.835034,-96.830983,Mazda,CX-9,2011,silver,1,0,0,79,341
220200001085,1972-02-24,2017-02-25,Alec,Mccaskill,male,,0,380170006003078,46.878358,-96.334064,Chevrolet,Tahoe,2017,black,1,1,1,99,438
220200001142,1957-05-23,2017-02-27,Trenten,Creasey,male,White,0,380170103032031,46.877219,-96.579158,Lincoln,Navigator,2015,black,1,1,1,247,1095
220200001143,1978-05-31,2017-02-27,Joshua,Lehto,male,White,0,380170005011038,46.881655,-96.782027,Ford,Expedition,2015,black,1,1,1,0,0
220200001145,1996-08-13,2017-02-27,Sandra,Ortiz Mendoza,female,Hispanic,0,380170101072009,46.885665,-96.844987,Nissan,Rogue,2015,white,0,0,0,57,254
220200001146,1988-10-17,2017-02-27,Dakoetah,Gibbons,male,White,0,380170005013025,46.835719,-96.885567,Lexus,IS 350 C,2010,gray,0,0,0,20,84
220200001147,1986-08-26,2017-02-27,David,Petrucelli,male,White,0,270270301031023,46.841043,-96.764290,Honda,Pilot,2011,white,1,0,0,0,0
220200001149,1996-06-29,2017-02-27,Jared,Shockey,male,White,1,380170004003004,46.844900,-96.837417,GMC,Yukon XL,2017,black,1,1,1,178,811
220200001151,1963-02-07,2017-02-27,Elliot,Derbyshire,male,White,0,380170103061020,46.835719,-96.885567,Ford,Focus,2009,black,0,0,0,87,366
220200001152,1982-01-08,2017-02-27,Nathaniel,Vandyke,male,White,0,270270301021002,46.879445,-96.701775,Acura,MDX,2013,silver,1,0,0,0,0
220200001156,1988-03-10,2017-02-28,Chandler,Koptev,male,White,0,380170102041020,46.864190,-96.899380,Chevrolet,Impala,2011,black,0,0,0,0,0
220200001158,1998-03-05,2017-02-28,Christian,Sandell,,White,0,380170101082047,46.852950,-96.869709,Ford,Edge,2012,black,0,0,0,0,0
220200001164,1998-09-18,2017-02-28,Haley,Huscher,female,White,0,270270201004001,46.873151,-96.790143,Jeep,Grand Cherokee,2012,white,0,0,0,130,544
220200001166,1990-05-20,2017-02-28,Sahvana,Gahagan,female,White,0,270270301031024,46.876384,-96.756501,Audi,S8,2015,black,0,1,0,79,361
220200001167,1983-06-28,2017-02-28,Jordan,Whitley,male,White,0,380170403002057,46.846316,-96.819146,Honda,CR-V,2007,black,0,0,0,231,948
220200001170,1995-10-07,2017-03-01,Alexa,Vagt,female,White,0,380170101071225,46.922337,-96.820208,Toyota,RAV4,2002,silver,0,0,0,29,113
220200001174,1993-09-26,2017-03-01,Jesse,Weiss,male,White,0,380170009031003,46.858208,-96.822601,Lexus,LX 570,2013,black,1,1,1,0,0
220200001176,1994-07-03,2017-03-01,Nicole,Wallace,,Black,0,270270301031024,46.665460,-97.042973,Acura,RSX,2004,silver,0,0,0,42,158
220200001178,1981-12-09,2017-03-01,Corrin,Pappenheim,female,White,0,270270301031036,46.845603,-96.904143,Toyota,Corolla,2009,black,0,0,0,82,338
220200001179,1998-04-09,2017-03-01,Jordon,Munsterman,male,White,1,380170003002004,46.970028,-96.783741,Ford,Focus,2016,black,0,0,0,103,470
220200001182,1973-03-29,2017-03-01,Logan,Bufanda,male,White,0,380170005014017,46.831710,-96.817859,Kia,Sorento,2016,silver,0,0,0,52,227
220200001183,1996-11-26,2017-03-01,Brian,Weir,male,White,0,380170101061069,46.879764,-96.720096,Lexus,LX 570,2016,black,1,1,1,92,421
220200001185,1995-01-24,2017-03-01,Allan,Seal,male,White,1,380170003001025,46.873587,-96.771222,INFINITI,M45,2009,white,0,0,0,51,212
220200001188,1993-11-19,2017-03-01,Timothy,Jeansonne,male,White,1,270270204001007,46.883014,-96.698339,GMC,Yukon,2016,black,1,1,1,102,469
220200001191,1988-05-01,2017-03-02,David,Groom,male,White,0,380170101091009,46.904530,-97.215342,Hyundai,Elantra,2009,brown,0,0,0,19,77
220200001192,1982-01-28,2017-03-02,Jacob,Hammond,male,White,0,380170405002094,46.885665,-96.844987,Dodge,Stratus,2004,silver,0,0,0,68,255
220200001193,1962-09-07,2017-03-02,Seth,Skrdlant,male,,0,270270202022021,46.922337,-96.820208,Jeep,Grand Cherokee,2016,black,0,0,0,65,297
220200001195,1998-10-10,2017-03-02,Michelle,Smith,female,White,1,380170005022010,46.793366,-96.815669,Subaru,Outback,2017,brown,0,0,0,86,379
220200001200,1998-04-07,2017-03-02,Caitlin,Cox-Lauf,female,White,0,270270206004001,46.890131,-97.210378,Chevrolet,Equinox,2013,black,0,0,0,54,233
220200001201,1997-10-22,2017-03-02,Thien An,Senethong,male,,0,380170008024002,46.709337,-97.167855,Honda,Accord,2002,yellow,0,0,0,58,190
220200001202,1978-06-03,2017-03-02,Tyler,Hammond,male,,0,380170402002109,46.858133,-96.835449,Kia,Optima,2002,gray,0,0,0,87,312
220200001203,1970-09-05,2017-03-02,Nathaniel,Box,,White,0,270270301044032,46.633395,-97.001355,Ford,Focus,2016,black,0,0,0,38,174
220200001210,1995-04-23,2017-03-03,Codey,Horner,male,White,1,380170004003005,46.902343,-97.218169,Chrysler,300,2010,silver,0,0,0,19,82
220200001211,1974-05-26,2017-03-03,Michael,Lucero,male,White,0,270270205002010,46.857564,-96.771755,Lincoln,MKX,2008,gray,0,0,0,0,0
220200001216,1995-10-13,2017-03-03,Morgan,Comer-Lang,female,White,1,270270204001007,47.237408,-97.004059,Audi,Q7,2013,black,1,1,1,67,311
220200001218,1987-03-18,2017-03-03,Samuel,Johnson,male,White,0,270270301031014,47.111113,-97.389120,Dodge,Avenger,2009,red,0,0,0,54,233
220200001235,1973-03-04,2017-03-04,Ty,Pangburn,male,White,0,380170005014003,46.887569,-96.791606,BMW,X5,2017,black,1,1,1,0,0
220200001238,1979-05-21,2017-03-04,Kyle,Benson,male,,0,270270301021010,46.851150,-96.769855,Chrysler,200,2017,black,0,0,0,87,388
220200001244,1996-06-11,2017-03-04,Drake,Bickler,male,White,0,270270204002003,46.984599,-97.038736,Ford,Focus,2014,gray,0,0,0,128,553
220200001249,1979-12-31,2017-03-04,Walter,Lenox,male,,0,380170103061048,46.893686,-96.849602,Ford,Expedition,2014,black,1,1,1,33,144
220200001265,1994-10-12,2017-03-05,Joshua,Jordan,male,,0,380170101071214,46.861345,-96.857301,Kia,Sedona,2016,white,1,0,0,28,120
220200001275,1976-02-18,2017-03-06,Shane,Mcintosh,male,White,0,270270206004017,46.844926,-96.854555,Ford,Expedition,2017,black,1,1,1,106,471
220200001276,1998-08-13,2017-03-06,Troy,Grant,male,White,1,270270204001005,46.875878,-96.873666,Ford,Focus,2013,black,0,0,0,63,269
220200001278,1985-11-11,2017-03-06,Rejon,Jones,male,Black,0,270270202021014,46.912888,-96.495069,GMC,Envoy,2006,blue,0,0,0,24,91
220200001280,1990-01-16,2017-03-06,Jacob,Laures,male,White,0,380170405002203,46.900602,-97.207745,Honda,CR-V,2017,white,0,0,0,19,89
220200001282,1951-03-11,2017-03-06,Dylan,Adams,male,White,0,380170401003021,46.880559,-96.788223,BMW,X5,2007,black,1,0,0,120,472
220200001285,1991-09-28,2017-03-06,Liam,Kochevar,male,White,0,380170101062000,46.865453,-96.845154,Audi,Q7,2011,silver,1,0,0,163,675
220200001287,1970-05-13,2017-03-06,Whitney,Cobb,female,White,0,380170010012024,46.798848,-96.816811,Toyota,Avalon Hybrid,2014,black,0,1,0,249,1107
220200001288,1970-06-16,2017-03-06,Alvina,Wilson,female,,0,380170101092028,46.867724,-96.873947,Porsche,Cayenne,2004,black,0,0,0,0,0
220200001289,1988-11-24,2017-03-06,Harmon,Fitzke,male,White,0,380170405002248,46.882436,-96.826793,Nissan,Armada,2007,silver,1,0,0,93,383
220200001290,1999-01-19,2017-03-06,Matthew,Burt,,White,0,380170103032028,46.860449,-96.817364,Toyota,Highlander,2013,white,1,0,0,76,320
220200001291,1985-10-05,2017-03-06,Michelle,Mcgee,female,White,0,270270205002022,46.884155,-96.843655,Lincoln,Town Car,2006,black,0,0,0,17,65
220200001293,1992-06-30,2017-03-06,Misty,Brame,female,White,0,380170405002347,46.859114,-96.881565,Jeep,Grand Cherokee,2011,black,0,0,0,115,492
220200001295,1961-01-15,2017-03-07,Gareth,Gehrke,,White,0,380170004001018,46.658080,-96.355622,Toyota,Avalon Hybrid,2017,black,0,1,0,187,839
220200001296,1981-01-07,2017-03-07,Camille,Roeling,female,White,0,270270201004000,46.874948,-96.768620,Chevrolet,Tahoe,2017,black,1,1,1,171,767
220200001297,1985-01-01,2017-03-07,Derek,Doering,male,White,0,380170006002028,46.906078,-96.788042,Dodge,Stratus,2002,gray,0,0,0,82,334
220200001298,1981-02-19,2017-03-07,Tyler,Queider,male,,0,380170008014011,46.897555,-97.419349,Chevrolet,Tahoe Hybrid,2013,black,1,1,1,128,561
220200001299,1994-01-20,2017-03-07,Keeya,Etchart,female,White,1,380170005022006,46.885665,-96.844987,Toyota,Highlander,2009,white,1,0,0,56,231
220200001301,1992-01-08,2017-03-07,Caden,Commander,male,White,0,380170405002183,46.876381,-96.884909,Mercedes-Benz,GL-Class,2013,black,1,1,1,153,676
220200001302,1968-07-03,2017-03-07,Jeffrey,Archuleta,male,White,0,270270202021011,46.887627,-96.780524,Hyundai,Tucson,2011,gray,0,0,0,31,131
220200001305,1993-07-25,2017-03-07,Benjamin,Watts,male,White,1,380170006004031,46.883156,-96.312188,Toyota,Highlander,2002,silver,1,0,0,12,47
220200001306,1998-03-01,2017-03-07,Cody,Willard,male,White,0,380170007002046,46.929936,-96.864692,Kia,Optima,2008,blue,0,0,0,35,135
220200001307,1989-01-28,2017-03-07,Evan,Thorne,male,White,0,380170102032006,46.844926,-96.854555,BMW,X5,2017,black,1,1,1,57,260
220200001308,1996-09-11,2017-03-07,Devin,Montoya,male,,0,270270204002016,46.890716,-96.762795,Kia,Sedona,2005,red,1,0,0,17,68
220200001309,1995-10-11,2017-03-07,Marc,Diller,male,White,0,380170101082051,46.885665,-96.844987,Ford,Taurus,2016,blue,0,0,0,21,90
220200001311,1988-03-22,2017-03-07,Brock,Thompson,male,White,0,270270301022007,46.936882,-96.792596,Chevrolet,Sonic,2012,gray,0,0,0,25,105
220200001312,1950-09-06,2017-03-07,Danielle,Todd,female,White,0,270270301021015,46.844761,-96.724508,Mercedes-Benz,GL-Class,2013,silver,1,0,0,99,431
220200001314,1966-12-30,2017-03-07,Anthony,Nia,male,White,0,380170008014006,46.907317,-96.799586,Ford,Expedition,2013,black,1,1,1,81,355
220200001315,1985-03-07,2017-03-07,Rory,Olson,male,White,0,380170009031001,47.100691,-96.268516,Jeep,Grand Cherokee,2002,blue,0,0,0,14,46
220200001316,1958-01-29,2017-03-07,Matthew,Forde,male,White,0,380170406001120,46.840588,-96.868087,Nissan,Altima,2006,red,0,0,0,34,124
220200001317,1983-12-14,2017-03-07,Brendan,Bear,male,White,0,380170405002070,46.819923,-96.821328,Honda,Odyssey,2009,gray,1,0,0,99,420
220200001319,1991-04-02,2017-03-07,Kurtis,Fischer,male,White,0,380170006003061,46.919719,-96.825401,Cadillac,SRX,2004,silver,0,0,0,13,57
220200001320,1994-04-24,2017-03-07,Darian,Luna-Mares,male,Hispanic,1,380170003002004,46.882436,-96.826793,Chrysler,200,2015,white,0,0,0,106,469
220200001321,1989-10-19,2017-03-07,Luke,Sheerin,male,,0,380170405002423,46.801328,-96.813049,Ford,Expedition,2014,black,1,1,1,0,0
220200001323,1994-05-21,2017-03-07,Jacob,Saltou,male,White,0,270270301031036,46.922337,-96.820208,BMW,X5,2006,gray,1,0,0,75,296
220200001324,1975-06-30,2017-03-07,William,Smith,male,White,0,380170102032006,46.897555,-97.419349,Jeep,Grand Cherokee,2011,white,0,0,0,107,453
220200001325,1976-11-01,2017-03-07,Paul,Bohney,male,,0,380170405002275,46.844061,-96.753536,Nissan,Altima,2004,white,0,0,0,36,151
220200001326,1982-05-23,2017-03-07,Nicholas,Melonis,male,White,0,380170405002432,46.844926,-96.854555,Kia,Optima,2008,silver,0,0,0,20,79
220200001327,1996-05-30,2017-03-07,Christian,Morren,male,White,0,270270205002009,46.857566,-96.773079,GMC,Yukon,2015,black,1,1,1,0,0
220200001328,1981-11-07,2017-03-07,Connor,Foster,male,White,0,380170005014001,46.878338,-96.788327,Cadillac,DTS,2009,blue,0,0,0,33,134
220200001334,1995-01-02,2017-03-08,Zachery,Cormier,male,White,1,270270204001011,46.855983,-96.847533,Chevrolet,Cruze,2015,other,0,0,0,29,123
220200001338,1995-03-04,2017-03-08,Tylor,Reed,male,Black,1,380170003002002,46.879408,-96.315049,Chevrolet,Tahoe,2013,black,1,1,1,64,285
220200001348,1996-11-21,2017-03-09,Katlynn,Linnebur,female,White,0,270270301031021,46.838851,-96.753812,Chevrolet,Cruze,2013,silver,0,0,0,75,311
220200001352,1964-02-18,2017-03-10,Alec,Mcmillan,male,White,0,270270202021014,46.867342,-96.845288,Audi,Q7,2011,gray,1,0,0,55,230
220200001354,1974-06-20,2017-03-10,Nathanial,Gonzalez,male,Hispanic,0,380170008012002,46.893686,-96.849602,Mercedes-Benz,CLS-Class,2008,white,0,0,0,34,138
220200001373,1988-12-22,2017-03-11,Jace,Suiter,male,White,0,380170101082050,46.854790,-96.859722,Hyundai,Sonata,2003,red,0,0,0,64,236
220200001400,1975-11-03,2017-03-12,Brendan,Payne,male,,0,380170010011028,46.852750,-96.797687,Ford,Expedition,2016,black,1,1,1,19,88
220200001413,1978-05-22,2017-03-13,Johnathan,Brunner,male,White,0,380170008022006,46.658870,-96.382646,Ford,Expedition,2016,black,1,1,1,90,405
220200001418,1982-01-06,2017-03-14,Zairyk,Albert,male,White,0,380170005012014,46.884155,-96.843655,Chrysler,Pacifica Hybrid,2017,silver,1,0,0,149,658
220200001419,1975-03-06,2017-03-14,Cordell,Fogel,male,White,0,270270301023033,46.882284,-96.706780,Toyota,Avalon Hybrid,2015,black,0,1,0,0,0
220200001421,1990-07-05,2017-03-14,Celeste,Chavez,female,Hispanic,0,270270206004012,46.912888,-96.495069,Honda,Civic,2007,gray,0,0,0,65,256
220200001423,1970-01-05,2017-03-14,Stephen,Heintschel,male,White,0,380170009043003,46.875259,-96.809738,Honda,Civic,2008,brown,0,0,0,10,49
220200001427,1956-06-19,2017-03-15,Cody,Johnston,male,White,0,270270302013073,46.841811,-96.849901,Ford,Escape,2016,red,0,0,0,26,118
220200001429,1991-06-28,2017-03-15,Ian,Bodiford,male,White,0,270270301022000,46.867295,-96.807709,BMW,X6,2008,other,0,0,0,51,202
220200001430,1993-12-17,2017-03-15,Dallin,Baca,male,White,0,380170101061040,47.235227,-97.005879,Toyota,Highlander,2010,red,1,0,0,62,280
220200001431,1991-08-01,2017-03-15,John,Thomas,male,White,0,270270301023064,46.877704,-96.797600,Honda,Pilot,2004,black,1,0,0,68,278
220200001433,1986-01-28,2017-03-15,David,Lammert,male,White,0,270270301023075,46.750366,-96.923079,Subaru,Tribeca,2010,white,1,0,0,119,502
220200001436,1973-06-16,2017-03-15,Kimberlee,Jackson,female,White,0,270270203001029,46.871209,-96.773136,Kia,Optima,2015,silver,0,0,0,0,0
220200001440,1994-01-11,2017-03-15,Michael,Lankford,male,,0,380170102041019,46.888139,-96.809808,Chevrolet,Suburban,2013,black,1,1,1,208,924
220200001447,1997-05-22,2017-03-16,Kenneth,Bacheller,male,White,0,380170405002422,46.876005,-96.892431,Chrysler,Voyager,2002,white,0,0,0,93,352
220200001449,1985-03-16,2017-03-16,James,Cotterill,male,White,0,380170008021003,46.872387,-96.799711,GMC,Yukon Hybrid,2009,gray,1,0,0,0,0
220200001453,1992-07-11,2017-03-16,Lucas,Gross,male,White,0,270270301023070,46.904185,-96.796019,Audi,Q7,2013,black,1,1,1,113,516
220200001454,1982-10-31,2017-03-17,Brandon,Chadwick,male,White,0,380170101072010,46.866706,-96.902725,Nissan,Rogue,2017,brown,0,0,0,86,363
220200001458,1989-01-28,2017-03-17,Sona,Burke,female,White,0,380170405002416,46.738727,-96.742190,Hyundai,Equus,2016,black,0,1,0,126,581
220200001461,1997-11-25,2017-03-17,Avery,Holter,male,White,0,380170005013026,46.757801,-96.907240,Lexus,LX 470,2005,gray,1,0,0,116,458
220200001462,1973-06-01,2017-03-17,Connor,Kerstiens,male,White,0,270270205002013,47.111113,-97.389120,Kia,Sorento,2015,white,0,0,0,9,44
220200001463,1986-02-03,2017-03-17,Briana,Hendrickson,female,Black,0,380170008014016,46.815162,-96.831686,Dodge,Dart,2015,gray,0,0,0,38,169
220200001464,1972-06-25,2017-03-17,Melissa,Mullins,female,White,0,380170102041008,46.883014,-96.698339,Mazda,Protege5,2003,blue,0,0,0,62,240
220200001467,1993-09-03,2017-03-17,Kenneth,Audet,male,White,1,380170003002002,46.862548,-96.884806,Kia,Sorento,2009,red,0,0,0,40,160
220200001469,1972-04-30,2017-03-17,Oneal,Oberbroeckling,male,White,0,380170103061000,46.871111,-96.847796,Buick,Century,2005,silver,0,0,0,26,106
